,Area_Name,Crime_Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
1547,Dadra & Nagar Haveli,2005,Robbery - Property,2. Robbery,2,2,75000,75000
1548,Daman & Diu,2005,Robbery - Property,2. Robbery,0,0,0,0
1549,Delhi,2005,Robbery - Property,2. Robbery,450,510,6965983,41203747
1550,Goa,2005,Robbery - Property,2. Robbery,12,25,1248880,3378441
1551,Gujarat,2005,Robbery - Property,2. Robbery,523,935,23294791,60100567
1552,Haryana,2005,Robbery - Property,2. Robbery,280,374,41194198,60538254
1553,Himachal Pradesh,2005,Robbery - Property,2. Robbery,10,22,605113,1581207
1554,Jammu & Kashmir,2005,Robbery - Property,2. Robbery,46,116,2173713,7010730
1555,Jharkhand,2005,Robbery - Property,2. Robbery,163,698,4926094,21285370
1556,Karnataka,2005,Robbery - Property,2. Robbery,671,1202,19082002,42655860
1557,Kerala,2005,Robbery - Property,2. Robbery,233,544,6015450,25519168
1558,Lakshadweep,2005,Robbery - Property,2. Robbery,0,0,0,0
1559,Madhya Pradesh,2005,Robbery - Property,2. Robbery,909,1557,35834684,68609510
1560,Maharashtra,2005,Robbery - Property,2. Robbery,1331,2362,44310345,130676723
1561,Manipur,2005,Robbery - Property,2. Robbery,0,8,0,522270
1562,Meghalaya,2005,Robbery - Property,2. Robbery,15,83,381120,1578747
1563,Mizoram,2005,Robbery - Property,2. Robbery,1,6,300,16600
1564,Nagaland,2005,Robbery - Property,2. Robbery,20,80,96175,1042890
1565,Odisha,2005,Robbery - Property,2. Robbery,583,998,7942225,22663185
1566,Puducherry,2005,Robbery - Property,2. Robbery,2,5,20740,798440
1567,Punjab,2005,Robbery - Property,2. Robbery,71,85,15258540,27689697
1568,Rajasthan,2005,Robbery - Property,2. Robbery,349,548,32373616,46054818
1569,Sikkim,2005,Robbery - Property,2. Robbery,0,4,0,235000
1570,Tamil Nadu,2005,Robbery - Property,2. Robbery,361,437,15226396,23283451
1571,Tripura,2005,Robbery - Property,2. Robbery,10,61,297270,1036433
1572,Uttar Pradesh,2005,Robbery - Property,2. Robbery,854,1621,64892746,147111016
1573,Uttarakhand,2005,Robbery - Property,2. Robbery,59,138,4577845,8365375
1574,West Bengal,2005,Robbery - Property,2. Robbery,154,426,4441585,13592390
1575,Andaman & Nicobar Islands,2006,Robbery - Property,2. Robbery,5,5,22000,22040
1576,Andhra Pradesh,2006,Robbery - Property,2. Robbery,339,669,18259006,42224671
1577,Arunachal Pradesh,2006,Robbery - Property,2. Robbery,37,74,1093299,2528410
1578,Assam,2006,Robbery - Property,2. Robbery,110,544,4390325,11828104
1579,Bihar,2006,Robbery - Property,2. Robbery,382,2169,14838928,50321173
1580,Chandigarh,2006,Robbery - Property,2. Robbery,31,34,320550,526600
1581,Chhattisgarh,2006,Robbery - Property,2. Robbery,268,439,9272542,23284457
1582,Dadra & Nagar Haveli,2006,Robbery - Property,2. Robbery,3,5,9600,103400
1583,Daman & Diu,2006,Robbery - Property,2. Robbery,0,1,0,592680
1584,Delhi,2006,Robbery - Property,2. Robbery,480,541,13040415,54404619
1585,Goa,2006,Robbery - Property,2. Robbery,7,16,76650,3449800
1586,Gujarat,2006,Robbery - Property,2. Robbery,516,932,22271713,45487893
1587,Haryana,2006,Robbery - Property,2. Robbery,309,408,45978237,63152965
1588,Himachal Pradesh,2006,Robbery - Property,2. Robbery,21,29,2513990,3503690
1589,Jammu & Kashmir,2006,Robbery - Property,2. Robbery,32,112,2245019,4269164
1590,Jharkhand,2006,Robbery - Property,2. Robbery,133,772,4065780,24756183
1591,Karnataka,2006,Robbery - Property,2. Robbery,712,1349,24572555,61989790
1592,Kerala,2006,Robbery - Property,2. Robbery,244,605,5442681,19206824
1593,Lakshadweep,2006,Robbery - Property,2. Robbery,0,0,0,0
1594,Madhya Pradesh,2006,Robbery - Property,2. Robbery,1063,1770,31142976,78103291
1595,Maharashtra,2006,Robbery - Property,2. Robbery,1498,2540,50673143,155404631
1596,Manipur,2006,Robbery - Property,2. Robbery,0,8,0,68000
1597,Meghalaya,2006,Robbery - Property,2. Robbery,13,65,846845,1703447
1598,Mizoram,2006,Robbery - Property,2. Robbery,5,10,32563,162397
1599,Nagaland,2006,Robbery - Property,2. Robbery,21,82,570200,53227971
1600,Odisha,2006,Robbery - Property,2. Robbery,661,1184,17714523,47359024
1601,Puducherry,2006,Robbery - Property,2. Robbery,1,3,10000,110000
1602,Punjab,2006,Robbery - Property,2. Robbery,105,142,12998828,21920047
1603,Rajasthan,2006,Robbery - Property,2. Robbery,392,581,48425753,57790782
1604,Sikkim,2006,Robbery - Property,2. Robbery,2,9,47000,151600
1605,Tamil Nadu,2006,Robbery - Property,2. Robbery,360,450,16812034,22634231
1606,Tripura,2006,Robbery - Property,2. Robbery,21,71,283620,1423080
1607,Uttar Pradesh,2006,Robbery - Property,2. Robbery,851,1565,78744260,147203219
1608,Uttarakhand,2006,Robbery - Property,2. Robbery,49,113,1663815,6014979
1609,West Bengal,2006,Robbery - Property,2. Robbery,158,426,7073804,28000059
1610,Andaman & Nicobar Islands,2007,Robbery - Property,2. Robbery,6,9,164690,239690
1611,Andhra Pradesh,2007,Robbery - Property,2. Robbery,332,604,21691492,42748748
1612,Arunachal Pradesh,2007,Robbery - Property,2. Robbery,38,75,1969700,3324408
1613,Assam,2007,Robbery - Property,2. Robbery,120,496,3187208,14447990
1614,Bihar,2007,Robbery - Property,2. Robbery,333,1787,15551687,68305746
1615,Chandigarh,2007,Robbery - Property,2. Robbery,31,37,652410,1616410
1616,Chhattisgarh,2007,Robbery - Property,2. Robbery,263,427,8314313,18400122
1617,Dadra & Nagar Haveli,2007,Robbery - Property,2. Robbery,3,3,30000,30000
1618,Daman & Diu,2007,Robbery - Property,2. Robbery,0,2,0,3000
1619,Delhi,2007,Robbery - Property,2. Robbery,478,557,9950516,48600840
1620,Goa,2007,Robbery - Property,2. Robbery,13,22,5148378,6447620
1621,Gujarat,2007,Robbery - Property,2. Robbery,540,1057,22082579,54092964
1622,Haryana,2007,Robbery - Property,2. Robbery,359,502,58084857,86991285
1623,Himachal Pradesh,2007,Robbery - Property,2. Robbery,9,23,1694900,4318120
1624,Jammu & Kashmir,2007,Robbery - Property,2. Robbery,35,107,3923180,7023680
1625,Jharkhand,2007,Robbery - Property,2. Robbery,136,771,7553353,37472789
1626,Karnataka,2007,Robbery - Property,2. Robbery,845,1307,25775141,66346393
1627,Kerala,2007,Robbery - Property,2. Robbery,345,726,7091344,28914973
1628,Lakshadweep,2007,Robbery - Property,2. Robbery,0,0,0,0
1629,Madhya Pradesh,2007,Robbery - Property,2. Robbery,1126,1975,51082895,89208369
1630,Maharashtra,2007,Robbery - Property,2. Robbery,1616,2732,53930063,167474105
1631,Manipur,2007,Robbery - Property,2. Robbery,0,11,0,1392300
1632,Meghalaya,2007,Robbery - Property,2. Robbery,10,56,700100,1402381
1633,Mizoram,2007,Robbery - Property,2. Robbery,3,4,39300,44350
1634,Nagaland,2007,Robbery - Property,2. Robbery,7,74,1321900,8066498
1635,Odisha,2007,Robbery - Property,2. Robbery,690,1273,17860648,62957837
1636,Puducherry,2007,Robbery - Property,2. Robbery,4,8,69250,3236250
1637,Punjab,2007,Robbery - Property,2. Robbery,107,138,10033295,23479625
1638,Rajasthan,2007,Robbery - Property,2. Robbery,420,723,45212425,65857571
1639,Sikkim,2007,Robbery - Property,2. Robbery,0,6,0,87700
1640,Tamil Nadu,2007,Robbery - Property,2. Robbery,417,495,21951038,29531931
1641,Tripura,2007,Robbery - Property,2. Robbery,10,64,223750,916477
1642,Uttar Pradesh,2007,Robbery - Property,2. Robbery,827,1417,69751301,145391089
1643,Uttarakhand,2007,Robbery - Property,2. Robbery,69,144,4325410,8071357
1644,West Bengal,2007,Robbery - Property,2. Robbery,149,427,13727735,34767419
1645,Andaman & Nicobar Islands,2008,Robbery - Property,2. Robbery,10,14,81200,203400
1646,Andhra Pradesh,2008,Robbery - Property,2. Robbery,348,599,30406364,54947063
1647,Arunachal Pradesh,2008,Robbery - Property,2. Robbery,40,79,714120,1282910
1648,Assam,2008,Robbery - Property,2. Robbery,142,568,4959153,26547936
1649,Bihar,2008,Robbery - Property,2. Robbery,391,1592,11803934,71982641
1650,Chandigarh,2008,Robbery - Property,2. Robbery,22,23,268600,270600
1651,Chhattisgarh,2008,Robbery - Property,2. Robbery,291,500,18507666,30199112
1652,Dadra & Nagar Haveli,2008,Robbery - Property,2. Robbery,0,0,0,0
1653,Daman & Diu,2008,Robbery - Property,2. Robbery,1,4,400000,985700
1654,Delhi,2008,Robbery - Property,2. Robbery,362,541,7425250,83492513
1655,Goa,2008,Robbery - Property,2. Robbery,7,23,118800,2311380
1656,Gujarat,2008,Robbery - Property,2. Robbery,649,1302,22165510,57524742
1657,Haryana,2008,Robbery - Property,2. Robbery,395,555,64320526,98144107
1658,Himachal Pradesh,2008,Robbery - Property,2. Robbery,10,20,709380,2018930
1659,Jammu & Kashmir,2008,Robbery - Property,2. Robbery,24,60,5474120,6892220
1660,Jharkhand,2008,Robbery - Property,2. Robbery,202,761,7692706,36317556
1661,Karnataka,2008,Robbery - Property,2. Robbery,893,1610,39373679,127655811
1662,Kerala,2008,Robbery - Property,2. Robbery,349,725,12664305,46727656
1663,Lakshadweep,2008,Robbery - Property,2. Robbery,0,0,0,0
1664,Madhya Pradesh,2008,Robbery - Property,2. Robbery,1218,2234,55084131,143137421
1665,Maharashtra,2008,Robbery - Property,2. Robbery,1790,2984,77213016,569912815
1666,Manipur,2008,Robbery - Property,2. Robbery,2,7,19000,1072600
1667,Meghalaya,2008,Robbery - Property,2. Robbery,17,63,54100,2802150
1668,Mizoram,2008,Robbery - Property,2. Robbery,4,6,72184,99220
1669,Nagaland,2008,Robbery - Property,2. Robbery,5,87,600300,272716035
1670,Odisha,2008,Robbery - Property,2. Robbery,725,1315,21594475,55547517
1671,Puducherry,2008,Robbery - Property,2. Robbery,10,10,435490,435490
1672,Punjab,2008,Robbery - Property,2. Robbery,120,167,50324180,72255931
1673,Rajasthan,2008,Robbery - Property,2. Robbery,462,777,57538862,74233912
1674,Sikkim,2008,Robbery - Property,2. Robbery,0,7,0,123100
1675,Tamil Nadu,2008,Robbery - Property,2. Robbery,548,662,22664158,32140158
1676,Tripura,2008,Robbery - Property,2. Robbery,11,95,35000,1004194
1677,Uttar Pradesh,2008,Robbery - Property,2. Robbery,909,1404,106286964,189676793
1678,Uttarakhand,2008,Robbery - Property,2. Robbery,80,115,6102530,13022462
1679,West Bengal,2008,Robbery - Property,2. Robbery,191,613,5813284,24314515
1680,Andaman & Nicobar Islands,2009,Robbery - Property,2. Robbery,9,11,187700,222200
1681,Andhra Pradesh,2009,Robbery - Property,2. Robbery,310,536,32450159,52697966
1682,Arunachal Pradesh,2009,Robbery - Property,2. Robbery,29,55,761840,2039140
1683,Assam,2009,Robbery - Property,2. Robbery,119,680,4580248,27004505
1684,Bihar,2009,Robbery - Property,2. Robbery,352,1619,14097048,67731418
1685,Chandigarh,2009,Robbery - Property,2. Robbery,22,27,492950,883650
1686,Chhattisgarh,2009,Robbery - Property,2. Robbery,354,554,14429223,26529632
1687,Dadra & Nagar Haveli,2009,Robbery - Property,2. Robbery,1,2,900000,905750
1688,Daman & Diu,2009,Robbery - Property,2. Robbery,1,4,22400,336400
1689,Delhi,2009,Robbery - Property,2. Robbery,403,515,31782135,134320407
1690,Goa,2009,Robbery - Property,2. Robbery,14,29,1812500,4152080
1691,Gujarat,2009,Robbery - Property,2. Robbery,570,1412,37156677,75901458
1692,Haryana,2009,Robbery - Property,2. Robbery,434,679,66855856,114003381
1693,Himachal Pradesh,2009,Robbery - Property,2. Robbery,8,21,112080,3151270
1694,Jammu & Kashmir,2009,Robbery - Property,2. Robbery,22,61,2081610,4186195
1695,Jharkhand,2009,Robbery - Property,2. Robbery,203,780,7691799,35810817
1696,Karnataka,2009,Robbery - Property,2. Robbery,1026,1825,66321860,117838795
1697,Kerala,2009,Robbery - Property,2. Robbery,423,725,12401470,33221516
1698,Lakshadweep,2009,Robbery - Property,2. Robbery,0,0,0,0
1699,Madhya Pradesh,2009,Robbery - Property,2. Robbery,1370,2270,53226153,100939335
1700,Maharashtra,2009,Robbery - Property,2. Robbery,1908,3281,76228642,248298616
1701,Manipur,2009,Robbery - Property,2. Robbery,0,3,0,355000
1702,Meghalaya,2009,Robbery - Property,2. Robbery,9,67,168860,2197580
1703,Mizoram,2009,Robbery - Property,2. Robbery,1,4,120000,687934
1704,Nagaland,2009,Robbery - Property,2. Robbery,10,92,2932120,653462133
1705,Odisha,2009,Robbery - Property,2. Robbery,704,1488,25335003,80922008
1706,Puducherry,2009,Robbery - Property,2. Robbery,8,9,225200,520200
1707,Punjab,2009,Robbery - Property,2. Robbery,127,171,12957100,24155661
1708,Rajasthan,2009,Robbery - Property,2. Robbery,512,828,86301774,137303678
1709,Sikkim,2009,Robbery - Property,2. Robbery,0,4,0,58500
1710,Tamil Nadu,2009,Robbery - Property,2. Robbery,834,1143,47960016,70095235
1711,Tripura,2009,Robbery - Property,2. Robbery,16,77,1320160,2124018
1712,Uttar Pradesh,2009,Robbery - Property,2. Robbery,1017,1629,107357275,185440605
1713,Uttarakhand,2009,Robbery - Property,2. Robbery,97,151,7382290,11543328
1714,West Bengal,2009,Robbery - Property,2. Robbery,167,751,23649777,59387647
1715,Andaman & Nicobar Islands,2010,Robbery - Property,2. Robbery,3,7,60080,318081
1716,Andhra Pradesh,2010,Robbery - Property,2. Robbery,337,533,19902399,39143793
1717,Arunachal Pradesh,2010,Robbery - Property,2. Robbery,26,69,1541787,4502105
1718,Assam,2010,Robbery - Property,2. Robbery,88,662,3322890,13746590
1719,Bihar,2010,Robbery - Property,2. Robbery,305,1538,14080283,83964697
1720,Chandigarh,2010,Robbery - Property,2. Robbery,52,67,567140,3409440
1721,Chhattisgarh,2010,Robbery - Property,2. Robbery,324,552,9596117,30437443
1722,Dadra & Nagar Haveli,2010,Robbery - Property,2. Robbery,0,3,0,946907
1723,Daman & Diu,2010,Robbery - Property,2. Robbery,0,0,0,0
1724,Delhi,2010,Robbery - Property,2. Robbery,435,599,16484540,116610568
1725,Goa,2010,Robbery - Property,2. Robbery,27,36,2245750,5842300
1726,Gujarat,2010,Robbery - Property,2. Robbery,627,1367,30477347,106357622
1727,Haryana,2010,Robbery - Property,2. Robbery,481,734,72926257,116343480
1728,Himachal Pradesh,2010,Robbery - Property,2. Robbery,7,11,1171465,1619465
1729,Jammu & Kashmir,2010,Robbery - Property,2. Robbery,19,56,3514800,5531200
1730,Jharkhand,2010,Robbery - Property,2. Robbery,197,709,8179876,31192463
1731,Karnataka,2010,Robbery - Property,2. Robbery,1011,1949,122951711,150847452
1732,Kerala,2010,Robbery - Property,2. Robbery,336,524,9088410,19101844
1733,Lakshadweep,2010,Robbery - Property,2. Robbery,0,0,0,0
1734,Madhya Pradesh,2010,Robbery - Property,2. Robbery,1177,1918,73587461,130591889
1735,Maharashtra,2010,Robbery - Property,2. Robbery,2206,3680,87244866,1520900483
1736,Manipur,2010,Robbery - Property,2. Robbery,1,2,11500,51500
1737,Meghalaya,2010,Robbery - Property,2. Robbery,10,66,115000,2890295
1738,Mizoram,2010,Robbery - Property,2. Robbery,10,16,27950,1507760
1739,Nagaland,2010,Robbery - Property,2. Robbery,12,63,688030,11368585
1740,Odisha,2010,Robbery - Property,2. Robbery,716,1491,34063947,119195185
1741,Puducherry,2010,Robbery - Property,2. Robbery,4,5,2140065,2425969
1742,Punjab,2010,Robbery - Property,2. Robbery,191,241,33385419,45890133
1743,Rajasthan,2010,Robbery - Property,2. Robbery,562,872,95860220,115853823
1744,Sikkim,2010,Robbery - Property,2. Robbery,0,7,0,171600
1745,Tamil Nadu,2010,Robbery - Property,2. Robbery,1326,1817,70981709,117163496
1746,Tripura,2010,Robbery - Property,2. Robbery,16,63,396035,1318455
1747,Uttar Pradesh,2010,Robbery - Property,2. Robbery,1223,2007,121061420,246998602
1748,Uttarakhand,2010,Robbery - Property,2. Robbery,100,152,8107570,14016919
1749,West Bengal,2010,Robbery - Property,2. Robbery,190,798,12010617,50393917
1750,Andaman & Nicobar Islands,2001,Theft - Property,4. Theft,24,65,354321,595549
1751,Andhra Pradesh,2001,Theft - Property,4. Theft,9515,16435,108258741,224104509
1752,Arunachal Pradesh,2001,Theft - Property,4. Theft,193,443,6344706,12395613
1753,Assam,2001,Theft - Property,4. Theft,1163,5367,7609277,38223829
1754,Bihar,2001,Theft - Property,4. Theft,1942,9695,18392667,268426920
1755,Chandigarh,2001,Theft - Property,4. Theft,556,1529,17350879,36956201
1756,Chhattisgarh,2001,Theft - Property,4. Theft,1664,4812,22767348,51329061
1757,Dadra & Nagar Haveli,2001,Theft - Property,4. Theft,19,45,330567,1049398
1758,Daman & Diu,2001,Theft - Property,4. Theft,12,39,934194,1622887
1759,Delhi,2001,Theft - Property,4. Theft,4235,19276,146767644,878205006
1760,Goa,2001,Theft - Property,4. Theft,202,572,6123044,18220340
1761,Gujarat,2001,Theft - Property,4. Theft,4620,15625,119724259,422312609
1762,Haryana,2001,Theft - Property,4. Theft,2814,6115,147713275,227824329
1763,Himachal Pradesh,2001,Theft - Property,4. Theft,209,596,13471070,27359454
1764,Jammu & Kashmir,2001,Theft - Property,4. Theft,618,1919,25032584,59706866
1765,Jharkhand,2001,Theft - Property,4. Theft,935,3236,6926220,73302172
1766,Karnataka,2001,Theft - Property,4. Theft,4163,12868,137617871,302109716
1767,Kerala,2001,Theft - Property,4. Theft,2203,5365,62894216,224561696
1768,Lakshadweep,2001,Theft - Property,4. Theft,4,10,31900,93790
1769,Madhya Pradesh,2001,Theft - Property,4. Theft,6505,20263,124632664,279298301
1770,Maharashtra,2001,Theft - Property,4. Theft,13815,39667,408353354,1479320711
